timestamp,event_type,task_id,gpu_id,npts
869000,START,68,28,9112263
869000,START,8,28,9829585
882000,INTERRUPT,68,28,9112263
882000,INTERRUPT,8,28,9829585
907000,FINISH,71,24,8686886
938000,FINISH,25,24,10599782
938000,START,8,24,9829585
938000,START,68,24,9112263
939000,FINISH,41,8,12265045
939000,START,37,8,12544293
942000,FINISH,122,20,12537303
942000,START,126,20,9869923
942000,START,36,20,8226717
978000,START,125,28,11160080
978000,START,84,28,8715480
997000,FINISH,108,16,12504656
997000,START,153,16,9214886
997000,START,82,16,9623738
1011000,FINISH,42,4,12542987
1011000,START,79,4,12182656
1011000,START,127,4,8219772
1034000,FINISH,77,12,9582446
1036000,FINISH,49,12,9883644
1036000,START,143,12,9207969
1036000,START,136,12,10960345
1082000,FINISH,36,20,8226717
1092000,FINISH,8,24,9829585
1096000,FINISH,68,24,9112263
1096000,START,10,24,9841451
1096000,START,12,24,9162886
1119000,FINISH,126,20,9869923
1119000,START,86,20,10027327
1119000,START,30,20,9657794
1125000,FINISH,84,28,8715480
1152000,FINISH,153,16,9214886
1155000,FINISH,127,4,8219772
1156000,FINISH,37,8,12544293
1156000,START,35,8,11419882
1156000,START,14,8,8881830
1157000,FINISH,82,16,9623738
1157000,START,123,16,11619425
1157000,START,50,16,8159611
1174000,FINISH,125,28,11160080
1174000,START,26,28,9748148
1174000,START,75,28,9381209
1206000,FINISH,143,12,9207969
1219000,FINISH,79,4,12182656
1219000,START,107,4,11412193
1219000,START,104,4,8010020
1231000,FINISH,136,12,10960345
1231000,START,132,12,11200626
1231000,START,105,12,9128248
1238000,FINISH,30,20,9657794
1256000,FINISH,12,24,9162886
1262000,FINISH,10,24,9841451
1262000,START,140,24,10731156
1262000,START,5,24,8918796
1291000,FINISH,86,20,10027327
1291000,START,116,20,10181515
1291000,START,91,20,9851823
1300000,FINISH,50,16,8159611
1306000,FINISH,14,8,8881830
1340000,FINISH,26,28,9748148
1340000,FINISH,75,28,9381209
1340000,START,76,28,9912422
1340000,START,147,28,9463677
1356000,FINISH,104,4,8010020
1360000,FINISH,35,8,11419882
1360000,START,159,8,10920575
1360000,START,19,8,8845199
1365000,FINISH,123,16,11619425
1365000,START,32,16,11126248
1365000,START,139,16,9300566
1386000,START,90,32,12547588
1386000,START,22,36,12547620
1388000,FINISH,105,12,9128248
1414000,FINISH,107,4,11412193
1414000,START,57,4,11855743
1422000,FINISH,132,12,11200626
1422000,START,9,12,12357114
1424000,FINISH,5,24,8918796
1440000,INTERRUPT,9,12,12357114
1448000,FINISH,140,24,10731156
1448000,START,9,24,12357114
1452000,START,151,12,12550654
1466000,FINISH,91,20,9851823
1469000,FINISH,116,20,10181515
1469000,START,55,20,11919815
1507000,FINISH,76,28,9912422
1508000,FINISH,147,28,9463677
1508000,START,113,28,11761672
1508000,START,145,28,8612527
1513000,FINISH,19,8,8845199
1523000,FINISH,90,32,12547588
1523000,START,118,32,12543115
1527000,FINISH,139,16,9300566
1556000,FINISH,159,8,10920575
1556000,START,53,8,11435672
1562000,FINISH,32,16,11126248
1562000,START,78,16,12552648
1605000,FINISH,22,36,12547620
1605000,START,158,36,12326376
1621000,FINISH,57,4,11855743
1621000,START,59,4,12546482
1662000,FINISH,145,28,8612527
1665000,FINISH,9,24,12357114
1665000,START,39,24,11506282
1675000,FINISH,151,12,12550654
1675000,FINISH,55,20,11919815
1675000,START,129,12,12547717
1675000,START,138,20,11140485
1675000,START,117,20,9060298
1720000,FINISH,113,28,11761672
1720000,START,119,28,11126549
1720000,START,106,28,9138707
1751000,FINISH,118,32,12543115
1751000,FINISH,53,8,11435672
1751000,START,18,8,12089929
1751000,START,149,32,12543296
1778000,FINISH,78,16,12552648
1778000,START,97,16,10151058
1778000,START,58,16,9394329
1822000,FINISH,158,36,12326376
1822000,START,21,36,10766274
1822000,START,121,36,9666046
1827000,FINISH,117,20,9060298
1834000,FINISH,59,4,12546482
1834000,START,92,4,12035631
1867000,FINISH,39,24,11506282
1867000,START,72,24,10552608
1877000,FINISH,138,20,11140485
1877000,FINISH,106,28,9138707
1877000,START,1,20,12550781
1902000,FINISH,129,12,12547717
1902000,START,7,12,11352458
1913000,FINISH,119,28,11126549
1913000,START,52,28,11313061
1939000,FINISH,58,16,9394329
1957000,FINISH,18,8,12089929
1957000,START,54,8,10809605
1962000,FINISH,97,16,10151058
1962000,START,43,16,11034601
1974000,FINISH,149,32,12543296
1974000,START,115,32,11363352
1994000,FINISH,121,36,9666046
2001000,INTERRUPT,115,32,11363352
2004000,FINISH,21,36,10766274
2004000,START,115,36,11363352
2010000,FINISH,72,24,10552608
2010000,START,45,24,10878107
2049000,FINISH,92,4,12035631
2049000,START,141,4,11357884
2087000,FINISH,7,12,11352458
2087000,START,51,12,12546842
2107000,FINISH,52,28,11313061
2107000,START,110,28,11339716
2110000,FINISH,54,8,10809605
2110000,START,60,8,10261200
2110000,START,120,8,10012880
2116000,FINISH,1,20,12550781
2116000,START,40,20,10950623
2151000,FINISH,43,16,11034601
2151000,START,99,16,12098702
2198000,FINISH,45,24,10878107
2198000,START,133,24,11415893
2202000,FINISH,115,36,11363352
2202000,START,148,36,12548512
2241000,FINISH,110,28,11339716
2241000,START,61,28,10424581
2252000,FINISH,141,4,11357884
2252000,START,34,4,11702256
2282000,FINISH,60,8,10261200
2286000,FINISH,120,8,10012880
2286000,START,13,8,11440466
2300000,FINISH,51,12,12546842
2300000,START,103,12,11624736
2305000,FINISH,40,20,10950623
2305000,START,73,20,11582976
2370000,FINISH,99,16,12098702
2370000,START,134,16,11273100
2382000,FINISH,133,24,11415893
2382000,START,27,24,12543491
2417000,FINISH,148,36,12548512
2417000,FINISH,61,28,10424581
2417000,START,83,28,10262333
2417000,START,74,36,12533815
2449000,FINISH,34,4,11702256
2449000,START,44,4,11059932
2453000,FINISH,73,20,11582976
2453000,START,89,20,12548092
2478000,FINISH,13,8,11440466
2478000,START,47,8,11975936
2504000,FINISH,103,12,11624736
2504000,START,102,12,11503522
2572000,FINISH,134,16,11273100
2572000,START,62,16,10289301
2591000,FINISH,83,28,10262333
2591000,START,29,28,12197790
2597000,FINISH,27,24,12543491
2635000,FINISH,74,36,12533815
2635000,FINISH,44,4,11059932
2665000,FINISH,89,20,12548092
2679000,FINISH,47,8,11975936
2718000,FINISH,102,12,11503522
2752000,FINISH,62,16,10289301
2803000,FINISH,29,28,12197790
