timestamp,event_type,task_id,gpu_id,npts
1786000,FINISH,43,24,11034601
1786000,START,149,24,12543296
1789000,FINISH,29,20,12197790
1789000,START,98,20,11041144
1800000,FINISH,22,32,12547620
1800000,START,115,32,11363352
1832000,FINISH,110,8,11339716
1832000,START,51,8,12546842
1854000,FINISH,55,12,11919815
1854000,START,32,12,11126248
1857000,FINISH,158,28,12326376
1857000,START,27,28,12543491
1861000,FINISH,30,16,9657794
1917000,FINISH,91,16,9851823
1917000,START,130,16,10445152
1917000,START,70,16,9523927
1937000,FINISH,49,36,9883644
1946000,FINISH,77,4,9582446
1948000,FINISH,150,36,10569581
1948000,START,41,36,12265045
1960000,FINISH,144,4,10794100
1960000,START,151,4,12550654
1988000,FINISH,98,20,11041144
1988000,START,122,20,12537303
1998000,FINISH,115,32,11363352
1998000,START,25,32,10599782
1998000,START,152,32,9764753
2001000,INTERRUPT,25,32,10599782
2001000,INTERRUPT,152,32,9764753
2009000,FINISH,149,24,12543296
2009000,START,1,24,12550781
2045000,FINISH,51,8,12546842
2045000,START,92,8,12035631
2051000,FINISH,32,12,11126248
2051000,START,102,12,11503522
2072000,FINISH,27,28,12543491
2072000,START,123,28,11619425
2083000,FINISH,70,16,9523927
2099000,FINISH,130,16,10445152
2099000,START,47,16,11975936
2165000,FINISH,41,36,12265045
2165000,START,108,36,12504656
2183000,FINISH,151,4,12550654
2183000,START,121,4,9666046
2183000,START,25,4,10599782
2215000,FINISH,122,20,12537303
2215000,START,2,20,12542930
2248000,FINISH,1,24,12550781
2248000,START,119,24,11126549
2260000,FINISH,92,8,12035631
2260000,START,96,8,10828333
2265000,FINISH,102,12,11503522
2265000,START,9,12,12357114
2280000,FINISH,123,28,11619425
2280000,START,118,28,12543115
2300000,FINISH,47,16,11975936
2300000,START,88,16,10707546
2355000,FINISH,121,4,9666046
2362000,FINISH,25,4,10599782
2362000,START,37,4,12544293
2384000,FINISH,108,36,12504656
2384000,START,157,36,11169272
2438000,FINISH,2,20,12542930
2438000,START,152,20,9764753
2441000,FINISH,119,24,11126549
2441000,START,79,24,12182656
2454000,FINISH,96,8,10828333
2454000,START,138,8,11140485
2482000,FINISH,9,12,12357114
2482000,START,59,12,12546482
2488000,FINISH,88,16,10707546
2488000,START,113,16,11761672
2508000,FINISH,118,28,12543115
2508000,START,13,28,11440466
2579000,FINISH,37,4,12544293
2586000,FINISH,157,36,11169272
2607000,FINISH,152,20,9764753
2649000,FINISH,79,24,12182656
2656000,FINISH,138,8,11140485
2695000,FINISH,59,12,12546482
2700000,FINISH,113,16,11761672
2700000,FINISH,13,28,11440466
