timestamp,event_type,task_id,gpu_id,npts
796000,FINISH,6,28,8672705
828000,FINISH,21,28,10766274
828000,START,62,28,10289301
828000,START,120,28,10012880
855000,FINISH,0,24,8727197
860000,FINISH,127,20,8219772
863000,FINISH,85,24,9168905
863000,START,91,24,9851823
863000,START,97,24,10151058
873000,FINISH,75,16,9381209
876000,FINISH,49,16,9883644
876000,START,86,16,10027327
876000,START,126,16,9869923
882000,INTERRUPT,62,28,10289301
882000,INTERRUPT,120,28,10012880
913000,FINISH,84,12,8715480
916000,FINISH,156,4,8713996
928000,FINISH,113,20,11761672
928000,START,89,20,12548092
933000,FINISH,74,8,12533815
933000,START,27,8,12543491
965000,FINISH,11,4,11607666
965000,START,114,4,8799665
965000,START,76,4,9912422
969000,FINISH,109,12,11329692
969000,START,149,12,12543296
978000,START,34,28,11702256
978000,START,94,28,8006598
1038000,FINISH,91,24,9851823
1047000,FINISH,97,24,10151058
1047000,START,60,24,10261200
1047000,START,10,24,9841451
1048000,FINISH,86,16,10027327
1053000,FINISH,126,16,9869923
1053000,START,59,16,12546482
1114000,FINISH,114,4,8799665
1120000,FINISH,94,28,8006598
1132000,FINISH,76,4,9912422
1132000,START,118,4,12543115
1140000,FINISH,89,20,12548092
1140000,START,33,20,11896061
1140000,START,101,20,8108685
1148000,FINISH,27,8,12543491
1148000,START,131,8,10931236
1148000,START,28,8,8253909
1175000,FINISH,34,28,11702256
1175000,START,61,28,10424581
1175000,START,77,28,9582446
1192000,FINISH,149,12,12543296
1192000,START,92,12,12035631
1192000,START,112,12,8112870
1213000,FINISH,10,24,9841451
1219000,FINISH,60,24,10261200
1219000,START,98,24,11041144
1219000,START,31,24,9229031
1266000,FINISH,59,16,12546482
1266000,START,129,16,12547717
1285000,FINISH,101,20,8108685
1287000,FINISH,28,8,8253909
1329000,FINISH,112,12,8112870
1331000,FINISH,131,8,10931236
1331000,START,121,8,9666046
1331000,START,139,8,9300566
1339000,FINISH,33,20,11896061
1339000,START,43,20,11034601
1339000,START,16,20,8986529
1342000,FINISH,77,28,9582446
1351000,FINISH,61,28,10424581
1351000,START,108,28,12504656
1360000,FINISH,118,4,12543115
1360000,START,78,4,12552648
1375000,FINISH,31,24,9229031
1386000,START,63,32,11697547
1386000,START,64,32,8505899
1386000,START,155,36,11184270
1386000,START,106,36,9138707
1407000,FINISH,92,12,12035631
1407000,START,132,12,11200626
1407000,START,105,12,9128248
1418000,FINISH,98,24,11041144
1418000,START,154,24,11683882
1418000,START,145,24,8612527
1440000,INTERRUPT,132,12,11200626
1440000,INTERRUPT,105,12,9128248
1452000,START,148,12,12548512
1491000,FINISH,16,20,8986529
1493000,FINISH,129,16,12547717
1493000,FINISH,139,8,9300566
1493000,START,99,16,12098702
1503000,FINISH,121,8,9666046
1503000,START,147,8,9463677
1503000,START,88,8,10707546
1528000,FINISH,43,20,11034601
1528000,START,142,20,11494832
1531000,FINISH,64,32,8505899
1543000,FINISH,106,36,9138707
1570000,FINISH,108,28,12504656
1570000,START,140,28,10731156
1570000,START,111,28,9482563
1572000,FINISH,145,24,8612527
1576000,FINISH,78,4,12552648
1576000,START,102,4,11503522
1582000,FINISH,155,36,11184270
1582000,START,135,36,11069821
1582000,START,46,36,9370337
1593000,FINISH,63,32,11697547
1593000,START,119,32,11126549
1593000,START,146,32,9273510
1621000,FINISH,154,24,11683882
1621000,START,15,24,9818475
1621000,START,116,24,10181515
1667000,FINISH,148,12,12548512
1667000,START,22,12,12547620
1671000,FINISH,147,8,9463677
1691000,FINISH,88,8,10707546
1691000,START,128,8,11603040
1712000,FINISH,99,16,12098702
1712000,START,69,16,10450600
1712000,START,93,16,9397782
1735000,FINISH,142,20,11494832
1735000,START,35,20,11419882
1736000,FINISH,111,28,9482563
1740000,FINISH,46,36,9370337
1756000,FINISH,140,28,10731156
1756000,START,18,28,12089929
1761000,FINISH,146,32,9273510
1778000,FINISH,135,36,11069821
1778000,START,8,36,9829585
1778000,START,150,36,10569581
1786000,FINISH,119,32,11126549
1786000,START,152,32,9764753
1786000,START,25,32,10599782
1787000,FINISH,15,24,9818475
1790000,FINISH,102,4,11503522
1790000,START,132,4,11200626
1790000,START,105,4,9128248
1799000,FINISH,116,24,10181515
1799000,START,3,24,12547303
1883000,FINISH,128,8,11603040
1883000,START,107,8,11412193
1886000,FINISH,22,12,12547620
1886000,FINISH,93,16,9397782
1886000,START,62,12,10289301
1886000,START,82,12,9623738
1892000,FINISH,69,16,10450600
1892000,START,100,16,9768686
1892000,START,83,16,10262333
1932000,FINISH,8,36,9829585
1939000,FINISH,35,20,11419882
1939000,START,79,20,12182656
1947000,FINISH,105,4,9128248
1955000,FINISH,152,32,9764753
1958000,FINISH,150,36,10569581
1958000,START,125,36,11160080
1962000,FINISH,18,28,12089929
1962000,START,120,28,10012880
1965000,FINISH,25,32,10599782
1965000,START,45,32,10878107
1981000,FINISH,132,4,11200626
1981000,START,54,4,10809605
2001000,INTERRUPT,45,32,10878107
2023000,FINISH,3,24,12547303
2023000,START,158,24,12326376
2046000,FINISH,82,12,9623738
2066000,FINISH,62,12,10289301
2066000,FINISH,83,16,10262333
2066000,START,103,12,11624736
2072000,FINISH,100,16,9768686
2072000,START,57,16,11855743
2078000,FINISH,107,8,11412193
2078000,START,157,8,11169272
2134000,FINISH,54,4,10809605
2134000,START,2,4,12542930
2138000,FINISH,120,28,10012880
2138000,START,133,28,11415893
2147000,FINISH,79,20,12182656
2147000,START,136,20,10960345
2154000,FINISH,125,36,11160080
2154000,START,55,36,11919815
2240000,FINISH,158,24,12326376
2240000,START,45,24,10878107
2270000,FINISH,103,12,11624736
2270000,START,138,12,11140485
2279000,FINISH,57,16,11855743
2279000,START,47,16,11975936
2280000,FINISH,157,8,11169272
2280000,START,39,8,11506282
2322000,FINISH,133,28,11415893
2322000,START,115,28,11363352
2342000,FINISH,136,20,10960345
2342000,START,122,20,12537303
2357000,FINISH,2,4,12542930
2357000,START,141,4,11357884
2360000,FINISH,55,36,11919815
2360000,START,123,36,11619425
2428000,FINISH,45,24,10878107
2428000,START,1,24,12550781
2472000,FINISH,138,12,11140485
2472000,START,13,12,11440466
2480000,FINISH,47,16,11975936
2480000,START,37,16,12544293
2482000,FINISH,39,8,11506282
2482000,START,51,8,12546842
2520000,FINISH,115,28,11363352
2520000,START,110,28,11339716
2560000,FINISH,141,4,11357884
2560000,START,29,4,12197790
2568000,FINISH,123,36,11619425
2569000,FINISH,122,20,12537303
2654000,FINISH,110,28,11339716
2664000,FINISH,13,12,11440466
2667000,FINISH,1,24,12550781
2695000,FINISH,51,8,12546842
2697000,FINISH,37,16,12544293
2772000,FINISH,29,4,12197790
