timestamp,event_type,task_id,gpu_id,npts
1348000,START,54,28,10809605
1348000,START,46,28,9370337
1385000,FINISH,114,16,8799665
1386000,START,60,32,10261200
1386000,START,117,32,9060298
1386000,START,121,36,9666046
1386000,START,83,36,10262333
1392000,FINISH,38,12,9607806
1397000,FINISH,126,12,9869923
1397000,START,128,12,11603040
1403000,FINISH,77,16,9582446
1403000,START,44,16,11059932
1403000,START,58,16,9394329
1426000,FINISH,5,8,8918796
1432000,FINISH,146,8,9273510
1432000,START,129,8,12547717
1440000,INTERRUPT,128,12,11603040
1452000,START,118,12,12543115
1498000,FINISH,16,4,8986529
1501000,FINISH,54,28,10809605
1506000,FINISH,46,28,9370337
1506000,START,148,28,12548512
1511000,FINISH,41,24,12265045
1511000,START,115,24,11363352
1537000,FINISH,9,20,12357114
1537000,START,138,20,11140485
1537000,START,143,20,9207969
1538000,FINISH,117,32,9060298
1549000,FINISH,109,4,11329692
1549000,START,52,4,11313061
1549000,START,105,4,9128248
1558000,FINISH,60,32,10261200
1558000,FINISH,121,36,9666046
1558000,START,110,32,11339716
1560000,FINISH,83,36,10262333
1560000,START,47,36,11975936
1564000,FINISH,58,16,9394329
1589000,FINISH,44,16,11059932
1589000,START,59,16,12546482
1659000,FINISH,129,8,12547717
1659000,START,123,8,11619425
1680000,FINISH,118,12,12543115
1680000,START,3,12,12547303
1692000,FINISH,110,32,11339716
1692000,START,124,32,10376612
1692000,START,26,32,9748148
1706000,FINISH,105,4,9128248
1707000,FINISH,143,20,9207969
1709000,FINISH,115,24,11363352
1709000,START,67,24,10150364
1709000,START,62,24,10289301
1721000,FINISH,148,28,12548512
1721000,START,158,28,12326376
1739000,FINISH,138,20,11140485
1739000,START,43,20,11034601
1739000,START,66,20,9337895
1743000,FINISH,52,4,11313061
1743000,START,130,4,10445152
1743000,START,100,4,9768686
1761000,FINISH,47,36,11975936
1761000,START,102,36,11503522
1802000,FINISH,59,16,12546482
1802000,START,1,16,12550781
1858000,FINISH,26,32,9748148
1867000,FINISH,123,8,11619425
1867000,START,27,8,12543491
1877000,FINISH,124,32,10376612
1877000,START,42,32,12542987
1882000,FINISH,67,24,10150364
1889000,FINISH,62,24,10289301
1889000,START,134,24,11273100
1897000,FINISH,66,20,9337895
1904000,FINISH,3,12,12547303
1904000,START,142,12,11494832
1923000,FINISH,100,4,9768686
1925000,FINISH,130,4,10445152
1925000,START,135,4,11069821
1928000,FINISH,43,20,11034601
1928000,START,122,20,12537303
1938000,FINISH,158,28,12326376
1938000,START,140,28,10731156
1938000,START,70,28,9523927
1975000,FINISH,102,36,11503522
1975000,START,116,36,10181515
1975000,START,91,36,9851823
2001000,INTERRUPT,42,32,12542987
2041000,FINISH,1,16,12550781
2041000,START,73,16,11582976
2082000,FINISH,27,8,12543491
2082000,START,37,8,12544293
2091000,FINISH,134,24,11273100
2091000,START,98,24,11041144
2104000,FINISH,70,28,9523927
2111000,FINISH,142,12,11494832
2111000,START,149,12,12543296
2121000,FINISH,135,4,11069821
2121000,START,88,4,10707546
2124000,FINISH,140,28,10731156
2124000,START,125,28,11160080
2150000,FINISH,91,36,9851823
2153000,FINISH,116,36,10181515
2153000,START,2,36,12542930
2155000,FINISH,122,20,12537303
2155000,START,34,20,11702256
2189000,FINISH,73,16,11582976
2189000,START,69,16,10450600
2290000,FINISH,98,24,11041144
2290000,START,128,24,11603040
2299000,FINISH,37,8,12544293
2299000,START,81,8,12542848
2309000,FINISH,88,4,10707546
2309000,START,42,4,12542987
2320000,FINISH,125,28,11160080
2320000,START,40,28,10950623
2334000,FINISH,149,12,12543296
2334000,START,22,12,12547620
2352000,FINISH,34,20,11702256
2352000,START,103,20,11624736
2369000,FINISH,69,16,10450600
2369000,START,113,16,11761672
2376000,FINISH,2,36,12542930
2376000,START,53,36,11435672
2482000,FINISH,128,24,11603040
2482000,START,151,24,12550654
2509000,FINISH,40,28,10950623
2509000,START,21,28,10766274
2518000,FINISH,81,8,12542848
2518000,START,92,8,12035631
2528000,FINISH,42,4,12542987
2528000,START,131,4,10931236
2553000,FINISH,22,12,12547620
2553000,START,144,12,10794100
2556000,FINISH,103,20,11624736
2571000,FINISH,53,36,11435672
2581000,FINISH,113,16,11761672
2691000,FINISH,21,28,10766274
2705000,FINISH,151,24,12550654
2711000,FINISH,131,4,10931236
2733000,FINISH,92,8,12035631
2734000,FINISH,144,12,10794100
